PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] IBM_1.raw.PG.Quantity,[2] IBM_2.raw.PG.Quantity,[3] IBM_3.raw.PG.Quantity,[4] IBM_4.raw.PG.Quantity,[5] IBM_5.raw.PG.Quantity,[6] IBM_6.raw.PG.Quantity,[7] IBM_7.raw.PG.Quantity,[8] IBM_8.raw.PG.Quantity,[9] IBM_9.raw.PG.Quantity,[10] IBM_10.raw.PG.Quantity,[11] IBM_11.raw.PG.Quantity,[12] IBM_12.raw.PG.Quantity,[13] IBM_13.raw.PG.Quantity,[14] IBM_14.raw.PG.Quantity,[15] IBM_15.raw.PG.Quantity,[16] IBM_16.raw.PG.Quantity,[17] IBM_17.raw.PG.Quantity,[18] IBM_CTRL_1.raw.PG.Quantity,[19] IBM_CTRL_2.raw.PG.Quantity,[20] IBM_CTRL_3.raw.PG.Quantity,[21] IBM_CTRL_4.raw.PG.Quantity
O43292,GPAA1,Glycosylphosphatidylinositol anchor attachment 1 protein,38896.75,77051.3125,38039.4140625,36648.546875,55843.125,73666.984375,42286.1953125,40375.625,33289.68359375,55873.90625,39050.80078125,32390.54296875,36761.48046875,28262.99609375,27193.822265625,39765.41015625,23458.392578125,21035.767578125,30294.708984375,50477.84375,25934.1796875
O43294,TGFB1I1,Transforming growth factor beta-1-induced transcript 1 protein,36971.984375,61793.921875,31441.173828125,43953.44921875,55860.765625,26205.857421875,12580.7958984375,41482.15234375,49594.84375,66631.859375,25327.873046875,126431.5,26188.54296875,15279.8896484375,19686.287109375,32960.41015625,25518.427734375,34461.46484375,23014.173828125,17477.73046875,16325.634765625
O43299,AP5Z1,AP-5 complex subunit zeta-1,10141.3955078125,8506.7236328125,12625.9677734375,3485.1875,7412.1943359375,6466.21728515625,5869.21044921875,9021.431640625,6540.63232421875,11180.2275390625,4868.294921875,8706.05078125,9399.107421875,4230.4208984375,6019.0595703125,7575.26416015625,5986.9697265625,4657.3251953125,3912.466796875,3173.761962890625,4317.94482421875
O43301,HSPA12A,Heat shock 70 kDa protein 12A,43087.6640625,42181.96875,63014.57421875,48984.5234375,47082.41796875,39074.76171875,33334.78125,89448.78125,91428.21875,70737.3359375,29876.958984375,198418,37175.3671875,20588.01171875,21207.986328125,33133.69140625,14098.1630859375,50970.73046875,13853.6474609375,28797.19921875,26022.900390625
O43307;Q96N96;Q9NR80,ARHGEF9;SPATA13;ARHGEF4,Rho guanine nucleotide exchange factor 9;Spermatogenesis-associated protein 13;Rho guanine nucleotide exchange factor 4,3703.638427734375,NaN,8873.34375,NaN,NaN,2282.585205078125,NaN,3390.38330078125,3389.8798828125,8431.5283203125,NaN,4081.652099609375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O43310,CTIF,CBP80/20-dependent translation initiation factor,9428.16015625,1545.6168212890625,2811.248779296875,6217.5458984375,8098.59228515625,5464.71630859375,4942.44873046875,7350.97119140625,4683.90380859375,23261.357421875,3284.76220703125,15701.9111328125,5737.06640625,7722.232421875,2894.30322265625,6635.88427734375,6506.39111328125,NaN,5973.8056640625,4145.716796875,NaN
O43312,MTSS1,Protein MTSS 1,18785.72265625,5927.09619140625,16931.8046875,25378.689453125,NaN,19891.24609375,17244.4296875,14020.806640625,11890.048828125,23016.35546875,NaN,43279.05078125,43521.67578125,25566.09375,18793.849609375,NaN,2856.043701171875,NaN,26999.78515625,NaN,15033.3623046875
O43314,PPIP5K2,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,NaN,NaN,6401.96533203125,3681.515380859375,NaN,2348.388427734375,NaN,3544.9931640625,1047.1656494140625,5934.3544921875,NaN,NaN,3744.430908203125,NaN,NaN,4979.28271484375,NaN,NaN,NaN,NaN,NaN
O43318,MAP3K7,Mitogen-activated protein kinase kinase kinase 7,2604.404296875,NaN,4358.8505859375,NaN,NaN,3421.30615234375,NaN,3658.43505859375,NaN,4057.421875,NaN,2728.8134765625,NaN,1592.837646484375,NaN,NaN,NaN,NaN,NaN,NaN,4642.55908203125
O43324,EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,40572.50390625,NaN,28814.412109375,26192.2265625,NaN,28042.7265625,24384.333984375,24883.80078125,20349.505859375,25061.46875,6078.6337890625,22281.986328125,31894.6328125,18443.552734375,NaN,25058.794921875,29886.2734375,NaN,25674.701171875,16503.0703125,NaN
O43374,RASA4,Ras GTPase-activating protein 4,62295.13671875,71421.4609375,40767.4453125,99290.609375,49951.94140625,121184.9765625,38857.171875,72041.1796875,65347.6796875,30594.24609375,28838.984375,23123.54296875,57992.359375,123754.5546875,107343.8203125,49122.54296875,NaN,94877.0546875,78054.7265625,88358.5859375,160661.484375
O43379,WDR62,WD repeat-containing protein 62,2011.1136474609375,4612.34912109375,2497.05810546875,6956.72021484375,13204.4775390625,2644.824462890625,3454.187255859375,3974.578857421875,5479.99755859375,872.5454711914062,5871.26220703125,NaN,3487.235595703125,3525.322021484375,4592.2294921875,3344.33935546875,NaN,NaN,2351.672607421875,4637.14697265625,NaN
O43390,HNRNPR,Heterogeneous nuclear ribonucleoprotein R,282086.09375,111480.15625,292203.90625,156355.765625,116731.578125,134461.125,135777.71875,230320.40625,209698.375,337689.28125,132866.09375,523602.90625,160415.0625,114064.5859375,119075.046875,125143.2890625,116857.453125,82954.8671875,103455.4140625,62282.2578125,99076.203125
O43395,PRPF3,U4/U6 small nuclear ribonucleoprotein Prp3,23451.744140625,54908.359375,18803.0546875,36237.96484375,NaN,33922.42578125,17369.966796875,30601.857421875,21368.44921875,25399.865234375,6384.4423828125,60023.48828125,11934.111328125,NaN,56330.8671875,NaN,NaN,21914.5390625,NaN,17138.28515625,NaN
O43396,TXNL1,Thioredoxin-like protein 1,414150.9375,447457.40625,411280.28125,457818.46875,470342.40625,383245.96875,255931.765625,367858.0625,344094.15625,400009.625,394261.6875,427916.34375,379133.6875,432221.0625,397408.40625,465895.75,454060.3125,312924.53125,326576.6875,435632.15625,387858.125
O43399,TPD52L2,Tumor protein D54,79618.7578125,81879.921875,100901.3203125,88315.3203125,81488.5703125,80160.9765625,63914.296875,95188.9921875,103644.609375,120376.9921875,46175.50390625,198859.671875,103308.859375,78519.4296875,53901.73046875,58952.890625,67575.0546875,55706.625,48850.78125,63578.60546875,36839.984375
O43402,EMC8,ER membrane protein complex subunit 8,25880.833984375,10140.189453125,6742.98876953125,NaN,NaN,12949.4765625,NaN,9004.421875,NaN,6681.3759765625,NaN,23.23757553100586,NaN,20938.234375,3.0339741706848145,NaN,18444.392578125,1278.917236328125,3969.41455078125,NaN,NaN
O43414,ERI3,ERI1 exoribonuclease 3,176369.578125,123616.953125,101011.1640625,26872.041015625,34582.734375,204470.4375,102830.1953125,95022.1796875,77620.6328125,117133.4765625,40395.7421875,94204.5078125,130162.4609375,185735.65625,64069.8984375,185161.953125,214679.15625,216593.53125,200670.25,206944.25,181863.515625
O43426,SYNJ1,Synaptojanin-1,10872.8154296875,NaN,6456.93017578125,10163.263671875,8169.46337890625,1395.5438232421875,4286.4814453125,7465.07373046875,6297.423828125,9402.2158203125,NaN,3445.913818359375,1477.4576416015625,4233.32275390625,1829.358154296875,3427.555419921875,NaN,2910.95458984375,NaN,NaN,NaN
O43427,FIBP,Acidic fibroblast growth factor intracellular-binding protein,19990.0546875,6292.3427734375,24442.6796875,13078.6484375,11036.7216796875,11204.181640625,15561.1337890625,17848.123046875,19712.34375,26491.974609375,10173.5712890625,25402.75390625,10475.27734375,5394.4306640625,17074.28515625,10068.3125,8425.0185546875,8496.091796875,4687.87060546875,8513.0595703125,7714.10009765625
O43432,EIF4G3,Eukaryotic translation initiation factor 4 gamma 3,104949.859375,107019.0078125,103252.375,83802.0078125,75578.1796875,78663.53125,101774.078125,95869.046875,91163.2578125,98663.984375,77666.2578125,105836.359375,74242.640625,117158.046875,90648.390625,88112.015625,96368.0078125,57817.078125,86276.109375,92691.546875,66317.265625
O43447,PPIH,Peptidyl-prolyl cis-trans isomerase H,87497.171875,23678.07421875,58694.14453125,32929.61328125,27677.486328125,70692.375,47790.82421875,61697.03125,56026.6640625,75893.703125,24657.140625,83616.3203125,31198.12109375,52292.3984375,29598.763671875,31294.21484375,49738.27734375,33987.984375,55766.6796875,35381.83984375,39175.48828125
O43464,HTRA2,"Serine protease HTRA2, mitochondrial",104447.6953125,114474.7578125,93237.6171875,102844.0546875,152435.546875,73323.9921875,84429.3515625,109931.2734375,113250.125,105049.6328125,99687.2421875,138239.421875,104165.109375,82920.171875,94060.8125,111028.6953125,81576.640625,74764.6953125,91191.4609375,64539.0390625,73328.2734375
O43488,AKR7A2,Aflatoxin B1 aldehyde reductase member 2,250243.078125,150959.75,263643.6875,131332.234375,161533.0625,256115.265625,205596.53125,234206.75,239947.078125,270512.46875,152293.34375,354674.65625,270326.46875,196506.421875,178968.234375,202199.65625,249413.59375,252015,177018.125,176795.84375,209690.171875
O43491,EPB41L2,Band 4.1-like protein 2,411219.75,144014.15625,373169.6875,281792.03125,148854.265625,193858.078125,234463.765625,381389.625,406980.40625,551031.375,139524.3125,955853.6875,177211.3125,95790.6953125,140666.75,164826.234375,94147.9609375,145049.5,68062.1171875,89168.9453125,93474.2578125
O43505,B4GAT1,"Beta-1,4-glucuronyltransferase 1",28377.515625,NaN,NaN,12886.095703125,NaN,21831.826171875,24623.2890625,12663.7177734375,9502.0244140625,NaN,29286.2578125,6527.28271484375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12075.1328125
O43516,WIPF1,WAS/WASL-interacting protein family member 1,29676.2109375,NaN,35421.953125,24896.91796875,NaN,28007.759765625,43066.8125,45716.04296875,20091.01171875,35595.37890625,NaN,128634.359375,32621.88671875,13091.5078125,NaN,11882.2109375,NaN,NaN,NaN,NaN,NaN
O43524,FOXO3,Forkhead box protein O3,NaN,1873.0430908203125,1888.1727294921875,2620.6572265625,1348.140380859375,956.1806640625,NaN,2376.921875,2979.977294921875,2096.982666015625,NaN,NaN,2654.931396484375,NaN,1683.04345703125,NaN,NaN,NaN,NaN,NaN,NaN
O43556,SGCE,Epsilon-sarcoglycan,162444.484375,135045.015625,55376.4453125,NaN,28341.111328125,22824.10546875,107179.359375,158064.53125,112541.4609375,81865.515625,132184.109375,178937.125,113421.4453125,NaN,NaN,193999.84375,114651.21875,85593.046875,73230.6953125,NaN,63558.1953125
O43583,DENR,Density-regulated protein,288490.53125,267396.375,208849.515625,289285.53125,273378.09375,370323,339122.59375,198955.046875,189661.9375,226651.9375,321752.875,333462.5625,192794.0625,355526.40625,333290.21875,236243.359375,372207.125,219855.8125,318718.125,320765.1875,323521.5625
O43586,PSTPIP1,Proline-serine-threonine phosphatase-interacting protein 1,NaN,NaN,NaN,NaN,NaN,NaN,3101.497802734375,NaN,182.1779327392578,1.0366451740264893,687.4412841796875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,404.7433166503906
O43592,XPOT,Exportin-T,32656.552734375,17895.2265625,36107.75390625,27071.107421875,19655.423828125,24100.5546875,19497.076171875,26481.15234375,24475.6796875,48085.17578125,15307.822265625,39700.2421875,20935.146484375,9987.0732421875,16212.0634765625,19188.478515625,9194.1962890625,16739.548828125,9525.6337890625,8487.3369140625,8967.0107421875
O43598,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,55125.10546875,102497.296875,72870.234375,68954.7265625,92501.4296875,96343.5625,48107.62890625,47139.8359375,70267.984375,63853.55078125,82704.484375,105793.8125,113739.96875,160412.28125,102153.8828125,51709.1328125,189170.078125,132602.9375,185340.59375,164916.359375,165760.703125
O43602,DCX,Neuronal migration protein doublecortin,23617.4296875,NaN,13804.2861328125,4891.87353515625,7076.4013671875,NaN,13642.6953125,9388.45703125,16614.013671875,35754.7578125,4501.57177734375,5611.1884765625,3145.23974609375,NaN,9728.8173828125,7778.31982421875,5548.4853515625,NaN,5678.62744140625,NaN,5553.9931640625
O43609,SPRY1,Protein sprouty homolog 1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2001.503173828125,NaN,2052.71240234375,8107.4697265625,NaN,NaN,4614.49169921875,8104.71240234375,7605.46484375,5839.09228515625,8484.7197265625
O43615,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,214135.0625,256642.828125,173107.21875,226175.78125,423435.0625,214712.15625,209176.65625,193654.640625,230085.53125,210385.15625,204032.609375,172137.53125,218779.75,181147.265625,214016.296875,184333.796875,197162.484375,218352.703125,254895.921875,139340.203125,175302.90625
O43617,TRAPPC3,Trafficking protein particle complex subunit 3,61050.37890625,44501.3984375,62436.9140625,36536.40234375,40761.63671875,57851.16015625,28880.5703125,35893.9609375,44044.78125,51466.33203125,31455.20703125,49808.0703125,50713.4609375,43147.52734375,27336.26171875,43778,37449.74609375,26801.966796875,29841.431640625,22069.09765625,18895.1796875
O43633,CHMP2A,Charged multivesicular body protein 2a,85887.9453125,107911.375,54138.46875,84226.9921875,79674.0625,52894.3203125,86459.9765625,49623.78515625,79931.359375,66570.46875,97091.3515625,162220.28125,71548.796875,73684.453125,97913.078125,47280.6484375,59271.2265625,44863.38671875,97346.28125,44065.68359375,71944.9609375
O43639,NCK2,Cytoplasmic protein NCK2,31409.8828125,31987.337890625,26738.619140625,30911.552734375,28702.845703125,30927.45703125,26735.45703125,25172.83984375,32640.43359375,35696.8515625,29541.673828125,41606.91796875,24945.5234375,51213.203125,31302.607421875,28913.85546875,47246.79296875,32887.8359375,32916.953125,34942.9140625,33142.67578125
O43660,PLRG1,Pleiotropic regulator 1,15042.728515625,11685.154296875,30346.3203125,3230.045654296875,6322.99462890625,11385.4501953125,9176.2783203125,12933.369140625,12984.939453125,20932.583984375,4988.5869140625,32546.345703125,7066.60791015625,2854.96826171875,4487.7724609375,6100.28369140625,NaN,NaN,3296.723388671875,NaN,4795.78857421875
O43665,RGS10,Regulator of G-protein signaling 10,8012.494140625,5363.4296875,10979.3671875,4003.331298828125,4444.05126953125,13018.0615234375,4817.0537109375,6614.47509765625,4921.06689453125,6485.4169921875,3777.32177734375,11036.09765625,10147.4208984375,5985.6103515625,2266.845458984375,3883.7744140625,9626.580078125,4364.34814453125,2483.89306640625,19423.79296875,5501.42578125
O43670,ZNF207,BUB3-interacting and GLEBS motif-containing protein ZNF207,148156.6875,NaN,64599.53515625,43287.734375,32633.796875,NaN,30317.51953125,83515.53125,70652.9140625,189810.984375,61386.74609375,190442.859375,NaN,6957.0615234375,NaN,NaN,26369.234375,NaN,NaN,NaN,9036.1630859375
O43674,NDUFB5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",101452.4296875,258779.09375,71254.3125,119826.3828125,317678.8125,113075.3515625,228853.328125,94845.6328125,95846.5078125,57209.2578125,343494.34375,41669.703125,184639.125,178403.5625,178639.109375,233556.921875,262779.125,161580.03125,298621.40625,150428.765625,130153.65625
O43676,NDUFB3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,254214.6875,488758.90625,171090.15625,138537.625,493503.6875,308421.65625,511889.5,306170.5,240589.75,143612.03125,731691.6875,127713.1796875,397819.90625,566690.5,498736.9375,603470.8125,760481.0625,511726.9375,925227.875,582694.4375,510326.59375
O43678,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,143437.75,416824.875,124203.828125,117696.546875,453523.625,221189.953125,293571.6875,186773.1875,203741.890625,83682.0546875,410186.875,42260.1796875,325201.8125,382836.34375,177177.84375,309833.84375,448315.34375,230892.015625,549585.875,346427.21875,282531.6875
O43681,GET3,ATPase GET3,318694.5625,284199.90625,377082.0625,274024.65625,336203.84375,373994.3125,333907.75,359030.0625,357346.03125,339251.28125,322917.09375,422487.78125,303075.46875,386764.8125,309641.5625,314552.9375,368667.8125,305719.875,289026.09375,347150.84375,329809.1875
O43684,BUB3,Mitotic checkpoint protein BUB3,104221.5859375,54691.2890625,165018.6875,94132.4765625,74080.5859375,51508.16015625,75103.046875,106747.0703125,86347.75,143850.953125,50750.57421875,210518.375,50573.09375,37347.6796875,61446.6015625,54638.875,32429.080078125,29376.484375,29220.015625,22036.431640625,34455.62109375
O43707,ACTN4,Alpha-actinin-4,79715352,70903264,100525408,70328792,53276532,57497752,67076904,86067976,91658872,131367896,49555532,261479984,56342268,37778424,47521108,61929108,43998868,57785700,43255772,43112516,36393296
O43708,GSTZ1,Maleylacetoacetate isomerase,218114.015625,219845.109375,139039.640625,171947.140625,231224.34375,355091.875,251611.078125,187871.28125,146113.1875,124554.5703125,143625.578125,71706.875,241554.53125,466823.28125,281933.34375,252604,330809.75,348250.375,379774.21875,260182.703125,395282.3125
O43719,HTATSF1,HIV Tat-specific factor 1,98946.7734375,54735.16015625,55613.76171875,51936.10546875,50230.59765625,44746.109375,68707.2109375,62054,69124.3671875,44762.953125,43087.46484375,102663.5859375,59048.86328125,35014.5703125,40597.94140625,49153.296875,50129.265625,7556.35888671875,18025.822265625,23205.775390625,37248.93359375
O43741,PRKAB2,5'-AMP-activated protein kinase subunit beta-2,125724.015625,158064.78125,100853.9140625,134768.6875,173192.828125,215713.34375,165660.734375,144739.65625,116848.1171875,102098.1796875,174878.453125,80175.390625,163902.671875,240682.703125,201186.71875,204154,206366.78125,202277.125,231032.625,240246.96875,189557.671875
O43747,AP1G1,AP-1 complex subunit gamma-1,83685.46875,48246.87890625,105943.03125,98434.09375,65246.6796875,73279.5546875,69815.140625,90714.4296875,73454.1171875,111773.90625,62954.0390625,120645.0390625,62469.8984375,74261.5078125,70053.234375,67589.015625,56444.25,47599.2421875,52216.015625,55365.4375,50192.390625
O43760,SYNGR2,Synaptogyrin-2,51167.4296875,48454.5390625,136899.75,80753.7734375,59905.92578125,56236.31640625,48179.640625,96719.046875,79290.28125,87866.046875,60887.13671875,87404.8515625,55429.3984375,52063.28515625,77497.90625,49602.09765625,NaN,NaN,56574.2890625,NaN,NaN
O43765,SGTA,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,21663.443359375,25234.369140625,24075.208984375,25135.876953125,29875.619140625,38395.4453125,24949.1796875,20524.47265625,25332.14453125,37342.10546875,12837.2275390625,19715.22265625,25359.314453125,55648.80859375,13782.5078125,56592.40234375,28788.716796875,22379.724609375,31405.841796875,29010.671875,20453.443359375
O43766,LIAS,"Lipoyl synthase, mitochondrial",2586.55126953125,8859.1826171875,2997.349609375,5585.2529296875,NaN,3660.32470703125,8518.1220703125,3083.185791015625,5141.0224609375,3144.8798828125,8647.1640625,NaN,4890.53857421875,7591.2412109375,8220.0703125,5076.52490234375,7590.630859375,6341.2314453125,8620.826171875,4632.21240234375,NaN
O43772,SLC25A20,Mitochondrial carnitine/acylcarnitine carrier protein,276945.21875,373337.375,304529.65625,506348.03125,812041.9375,278830.1875,360418.6875,360025.75,435189.9375,300259.375,401944.84375,234465.859375,372753.53125,361043.8125,366266.53125,358777.6875,341629.75,446835.03125,359780.28125,257306.046875,305218.875
O43776,NARS1,"Asparagine--tRNA ligase, cytoplasmic",558296.625,271618.46875,465122.875,189960.96875,214373.84375,289288.40625,313011.4375,412208.21875,275446.71875,576078.8125,211886.265625,615007.6875,265668.84375,282598.625,225769.625,368814.3125,318368.125,212412.078125,239444.921875,199516.109375,251492.625
O43790,KRT86,"Keratin, type II cuticular Hb6",40823.9296875,NaN,1.0960047245025635,3963339.25,NaN,NaN,NaN,869.21044921875,NaN,50643.16015625,52869.1640625,68150.5859375,NaN,31845.80859375,34418.9140625,77036.828125,NaN,NaN,21146.65625,NaN,32998.75390625
O43795,MYO1B,Unconventional myosin-Ib,60874.47265625,32037.63671875,105447.40625,55263.4140625,66102.1328125,37962.46484375,36959.1328125,91364.015625,63072.4375,136846.9375,27097.19140625,136586.5,32812.5625,16001.6083984375,26664.859375,44336.890625,24593.087890625,23045.525390625,15084.0673828125,12222.513671875,19484.669921875
