ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group
GO:1990204	GO:1990204	oxidoreductase complex	4/584	93/5170	0.995228976986728	0.999999997468212	0.792404171009859	NOX1/NCF2/CYBB/CYBA	4	go_cc
GO:0005604	GO:0005604	basement membrane	1/584	46/5170	0.996071198504152	0.999999997468212	0.792404171009859	CASK	1	go_cc
GO:0072562	GO:0072562	blood microparticle	5/584	110/5170	0.99636909688848	0.999999997468212	0.792404171009859	F13A1/LGALS3BP/CLIC1/MSN/GSN	5	go_cc
GO:0015934	GO:0015934	large ribosomal subunit	3/584	84/5170	0.997263507984083	0.999999997468212	0.792404171009859	RPL3/RPL22/RPL29	3	go_cc
GO:0031674	GO:0031674	I band	4/584	106/5170	0.998590914890362	0.999999997468212	0.792404171009859	ANKRD1/XIRP2/SYNC/OBSL1	4	go_cc
GO:0030018	GO:0030018	Z disc	3/584	96/5170	0.999188057463983	0.999999997468212	0.792404171009859	XIRP2/SYNC/OBSL1	3	go_cc
GO:0019814	GO:0019814	immunoglobulin complex	1/584	61/5170	0.999362009839346	0.999999997468212	0.792404171009859	IGHV5-10-1	1	go_cc
GO:0030017	GO:0030017	sarcomere	6/584	158/5170	0.999828808725509	0.999999997468212	0.792404171009859	ANKRD1/TMOD3/TPM4/XIRP2/SYNC/OBSL1	6	go_cc
GO:0044391	GO:0044391	ribosomal subunit	5/584	144/5170	0.999843181041974	0.999999997468212	0.792404171009859	ISG15/RPL3/RPS27L/RPL22/RPL29	5	go_cc
GO:0005840	GO:0005840	ribosome	6/584	165/5170	0.999910905581617	0.999999997468212	0.792404171009859	ISG15/RPL3/EIF2AK2/RPS27L/RPL22/RPL29	6	go_cc
GO:0030016	GO:0030016	myofibril	6/584	172/5170	0.999954065440796	0.999999997468212	0.792404171009859	ANKRD1/TMOD3/TPM4/XIRP2/SYNC/OBSL1	6	go_cc
GO:0043292	GO:0043292	contractile fiber	6/584	180/5170	0.999978686002391	0.999999997468212	0.792404171009859	ANKRD1/TMOD3/TPM4/XIRP2/SYNC/OBSL1	6	go_cc
GO:0005759	GO:0005759	mitochondrial matrix	14/584	328/5170	0.99999899722282	0.999999997468212	0.792404171009859	PCK2/ABAT/GLS/FDXR/MPG/SHMT2/ALDH1B1/AASS/ARL2/GSTK1/GSR/DHX30/GLUD1/CCAR2	14	go_cc
GO:0019866	GO:0019866	organelle inner membrane	13/584	329/5170	0.99999972767796	0.999999997468212	0.792404171009859	LMNB1/SFXN3/LGALS3/SQOR/FDXR/NRM/ITPR1/PPOX/SHMT2/CPOX/TOR1AIP1/ZMPSTE24/CNP	13	go_cc
GO:0031966	GO:0031966	mitochondrial membrane	18/584	425/5170	0.999999975955399	0.999999997468212	0.792404171009859	RAC2/QTRT1/SFXN3/LGALS3/SQOR/FDXR/ARMCX1/RHOT2/ZNFX1/CPT1A/PPOX/SHMT2/ABCD1/CPOX/DMPK/ASS1/CNP/PRKCA	18	go_cc
GO:0005740	GO:0005740	mitochondrial envelope	19/584	452/5170	0.999999992674011	0.999999997468212	0.792404171009859	RAC2/QTRT1/SFXN3/LGALS3/SQOR/FDXR/ARMCX1/RHOT2/ZNFX1/CPT1A/PPOX/SHMT2/ABCD1/CPOX/ARL2/DMPK/ASS1/CNP/PRKCA	19	go_cc
GO:0005743	GO:0005743	mitochondrial inner membrane	8/584	302/5170	0.999999997468212	0.999999997468212	0.792404171009859	SFXN3/LGALS3/SQOR/FDXR/PPOX/SHMT2/CPOX/CNP	8	go_cc
GO:0019882	GO:0019882	antigen processing and presentation	27/564	56/5037	3.76034627263589e-12	1.26422841686018e-08	1.14235361503444e-08	HLA-DQB1/PSMB8/HLA-F/RAB27A/HLA-C/HLA-B/TAP1/TAP2/HLA-DRB1/HLA-DPA1/HLA-A/TAPBP/HLA-DRA/B2M/ERAP2/FGL2/ICAM1/PSME1/LGMN/RAB35/RAB8B/ERAP1/ACE/AP3B1/RFTN1/CALR/PDIA3	27	go_bp
GO:0002483	GO:0002483	antigen processing and presentation of endogenous peptide antigen	12/564	14/5037	2.57044062601994e-10	4.32091069233952e-07	3.90436402457555e-07	HLA-F/HLA-C/HLA-B/TAP1/TAP2/HLA-DRB1/HLA-A/TAPBP/HLA-DRA/B2M/ERAP2/ERAP1	12	go_bp
GO:0019883	GO:0019883	antigen processing and presentation of endogenous antigen	12/564	16/5037	4.15232546420293e-09	3.6093717571236e-06	3.26141923387041e-06	HLA-F/HLA-C/HLA-B/TAP1/TAP2/HLA-DRB1/HLA-A/TAPBP/HLA-DRA/B2M/ERAP2/ERAP1	12	go_bp
GO:0048002	GO:0048002	antigen processing and presentation of peptide antigen	18/564	35/5037	4.29431499955217e-09	3.6093717571236e-06	3.26141923387041e-06	HLA-DQB1/HLA-F/HLA-C/HLA-B/TAP1/TAP2/HLA-DRB1/HLA-DPA1/HLA-A/TAPBP/HLA-DRA/B2M/ERAP2/LGMN/ERAP1/ACE/CALR/PDIA3	18	go_bp
GO:0002474	GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	13/564	19/5037	5.47670600656663e-09	3.6825371188154e-06	3.32753127051606e-06	HLA-F/HLA-C/HLA-B/TAP1/TAP2/HLA-A/TAPBP/B2M/ERAP2/ERAP1/ACE/CALR/PDIA3	13	go_bp
GO:0006397	GO:0006397	mRNA processing	60/564	256/5037	8.22148390540638e-09	4.60677148166271e-06	4.16266711421102e-06	DNAJC17/FAM172A/PDCD11/ZC3H13/CPSF6/FIP1L1/LGALS3/DDX46/ADAR/SAFB2/PTBP1/KHSRP/WBP11/DDX5/SART1/SNRPD1/HNRNPLL/SRSF2/SF3B2/RNPS1/PRPF19/THRAP3/NUDT21/PRPF40A/RNMT/SRRT/HNRNPA0/SRRM1/SNW1/PRPF6/RALY/SNRPA1/RBM25/SFPQ/HNRNPA3/CDC5L/PABPN1/LUC7L2/SRSF7/NCBP1/DHX15/USP39/SART3/EIF4A3/SNRNP40/SNRPD2/HNRNPR/MTREX/KHDRBS1/SF3B3/CPSF3/ALYREF/IK/DCPS/SNRNP200/CCAR2/TCERG1/PRPF8/SF3B1/DHX38	60	go_bp
GO:0006396	GO:0006396	RNA processing	90/564	455/5037	1.25939676440379e-08	6.04870274560791e-06	5.46559257454035e-06	EXOSC6/DNAJC17/FAM172A/NCOR2/EXOSC9/PDCD11/UTP15/ZC3H13/QTRT1/ISG20/CPSF6/NOP10/FIP1L1/LGALS3/DDX46/RBM12/ADAR/NOL6/DKC1/LYAR/NOLC1/U2SURP/SAFB2/PTBP1/NOP2/KHSRP/WBP11/DDX5/SART1/SSB/SNRPD1/EXOSC7/HNRNPLL/SRSF2/FBL/SF3B2/RNPS1/PRPF19/THRAP3/FBLL1/MRTO4/NUDT21/PRPF40A/RNMT/SRRT/THUMPD3/HNRNPA0/SRRM1/SNW1/PRPF6/RALY/SNRPA1/RBM25/SFPQ/HNRNPA3/CDC5L/PABPN1/LUC7L2/SRSF7/NOP56/NCBP1/DHX15/USP39/SART3/EIF4A3/NOP58/GAR1/ELP3/SNRNP40/SNRPD2/HNRNPR/MTREX/KHDRBS1/RSL1D1/SF3B3/CPSF3/ALYREF/NOP9/IK/PRKDC/DCPS/SNRNP200/CCAR2/TCERG1/ZMPSTE24/HNRNPD/THUMPD1/PRPF8/SF3B1/DHX38	90	go_bp
GO:0019885	GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I	10/564	12/5037	1.54167157180794e-08	6.47887478052286e-06	5.85429494241804e-06	HLA-F/HLA-C/HLA-B/TAP1/TAP2/HLA-A/TAPBP/B2M/ERAP2/ERAP1	10	go_bp
GO:0016071	GO:0016071	mRNA metabolic process	73/564	356/5037	8.04660996224733e-08	3.00585585478617e-05	2.71608378374804e-05	EXOSC6/DNAJC17/FAM172A/ZC3HAV1/EXOSC9/PDCD11/ZC3H13/CPSF6/FIP1L1/LGALS3/DDX46/ADAR/DKC1/SAFB2/PTBP1/KHSRP/WBP11/DDX5/SART1/SSB/SNRPD1/EXOSC7/HNRNPLL/SRSF2/SF3B2/RNPS1/PRPF19/THRAP3/MRTO4/NUDT21/PRPF40A/RNMT/SRRT/HNRNPA0/SRRM1/SNW1/PRPF6/RALY/SNRPA1/RBM25/SFPQ/AP3B1/HNRNPA3/CDC5L/PABPN1/LUC7L2/SRSF7/MED1/NCBP1/DHX15/USP39/SART3/EIF4A3/SNRNP40/SNRPD2/HNRNPR/MTREX/KHDRBS1/SF3B3/CPSF3/ALYREF/IK/DCPS/SNRNP200/CCAR2/TCERG1/SND1/HNRNPD/PRPF8/SF3B1/DHX38/PRKCA/CNOT1	73	go_bp
GO:0043207	GO:0043207	response to external biotic stimulus	90/564	478/5037	1.48230273453827e-07	4.53045617592514e-05	4.09370879605496e-05	GBP1/VAMP8/STMN1/ARRB2/STAT1/NCF2/HLA-F/RAB27A/HLA-C/PCK2/HLA-B/OAS2/HLA-DRB1/HLA-DPA1/IFIT1/ANKRD1/CORO1A/STAT2/IGHV5-10-1/HLA-A/IFI35/MX1/ISG15/ZC3HAV1/GSDMD/GBP2/DCLK1/B2M/SAMHD1/PTPRC/EMILIN2/IFI16/FGL2/ISG20/COTL1/CYBB/UNC93B1/CD14/GSDME/SHPK/LGALS3/MRC1/MNDA/TRIM21/PARP9/IFIT5/CMPK2/CTSG/GIT1/PML/NMI/ADAR/SERPINB9/CYBA/CDC42EP4/DDX58/LYAR/ACTR2/PLCG2/ZNFX1/CD47/ACTR3/PDCD4/ERAP1/EIF2AK2/LAMP1/SHMT2/GSN/TRIM28/ACE/HNRNPA0/ILF3/SFPQ/PABPN1/MED1/NCBP1/NFKB1/HDAC2/CASP3/RELA/ASS1/PRKDC/JAK1/EXOC1/CIITA/ZMPSTE24/XRCC5/CNP/PRPF8/PRKCA	90	go_bp
GO:0051707	GO:0051707	response to other organism	90/564	478/5037	1.48230273453827e-07	4.53045617592514e-05	4.09370879605496e-05	GBP1/VAMP8/STMN1/ARRB2/STAT1/NCF2/HLA-F/RAB27A/HLA-C/PCK2/HLA-B/OAS2/HLA-DRB1/HLA-DPA1/IFIT1/ANKRD1/CORO1A/STAT2/IGHV5-10-1/HLA-A/IFI35/MX1/ISG15/ZC3HAV1/GSDMD/GBP2/DCLK1/B2M/SAMHD1/PTPRC/EMILIN2/IFI16/FGL2/ISG20/COTL1/CYBB/UNC93B1/CD14/GSDME/SHPK/LGALS3/MRC1/MNDA/TRIM21/PARP9/IFIT5/CMPK2/CTSG/GIT1/PML/NMI/ADAR/SERPINB9/CYBA/CDC42EP4/DDX58/LYAR/ACTR2/PLCG2/ZNFX1/CD47/ACTR3/PDCD4/ERAP1/EIF2AK2/LAMP1/SHMT2/GSN/TRIM28/ACE/HNRNPA0/ILF3/SFPQ/PABPN1/MED1/NCBP1/NFKB1/HDAC2/CASP3/RELA/ASS1/PRKDC/JAK1/EXOC1/CIITA/ZMPSTE24/XRCC5/CNP/PRPF8/PRKCA	90	go_bp
GO:0048525	GO:0048525	negative regulation of viral process	17/564	38/5037	1.62744900275013e-07	4.55956962270496e-05	4.12001563327797e-05	STAT1/OAS2/IFIT1/MX1/ISG15/ZC3HAV1/IFI16/ISG20/TRIM21/IFIT5/PARP10/ZNFX1/EIF2AK2/GSN/TRIM28/ILF3/CIITA	17	go_bp
GO:0045071	GO:0045071	negative regulation of viral genome replication	13/564	24/5037	2.95065849347374e-07	6.04302099317653e-05	5.46045855734602e-05	OAS2/IFIT1/MX1/ISG15/ZC3HAV1/IFI16/ISG20/IFIT5/PARP10/ZNFX1/EIF2AK2/TRIM28/ILF3	13	go_bp
GO:0000375	GO:0000375	RNA splicing, via transesterification reactions	43/564	175/5037	3.03268845477104e-07	6.04302099317653e-05	5.46045855734602e-05	DNAJC17/FAM172A/DDX46/PTBP1/KHSRP/WBP11/DDX5/SART1/SNRPD1/SRSF2/SF3B2/RNPS1/PRPF19/THRAP3/PRPF40A/SRRM1/SNW1/PRPF6/RALY/SNRPA1/RBM25/SFPQ/HNRNPA3/CDC5L/LUC7L2/SRSF7/NCBP1/USP39/SART3/EIF4A3/SNRNP40/SNRPD2/HNRNPR/MTREX/KHDRBS1/SF3B3/ALYREF/IK/DCPS/SNRNP200/PRPF8/SF3B1/DHX38	43	go_bp
GO:0034097	GO:0034097	response to cytokine	63/564	301/5037	3.19109613833094e-07	6.04302099317653e-05	5.46045855734602e-05	HCLS1/GBP1/PDCD10/STAT1/PCK2/OAS2/HLA-DPA1/IFIT1/ANKRD1/CORO1A/STAT2/MX1/ISG15/LILRB5/GBP2/SAMHD1/PTPRC/IFI16/RPL3/ICAM1/CD14/GSDME/SHPK/MRC1/MNDA/EPS8/TRIM21/PARP9/CD44/CTSG/STAT6/PML/NMI/GFPT2/ADAR/PFKP/CYBA/CDC42EP4/DDX58/ACTR2/KHSRP/CD47/ACTR3/SMARCA5/EIF2AK2/SHMT2/PLP2/GSN/RNMT/SRSF7/MED1/RPS6KA5/NFKB1/CASP3/RELA/PDIA3/ASS1/SRM/JAK1/CIITA/XRCC5/PRPF8/PRKCA	63	go_bp
GO:0009607	GO:0009607	response to biotic stimulus	91/564	493/5037	3.25031228673933e-07	6.04302099317653e-05	5.46045855734602e-05	GBP1/VAMP8/ABI3/STMN1/ARRB2/STAT1/NCF2/HLA-F/RAB27A/HLA-C/PCK2/HLA-B/OAS2/HLA-DRB1/HLA-DPA1/IFIT1/ANKRD1/CORO1A/STAT2/IGHV5-10-1/HLA-A/IFI35/MX1/ISG15/ZC3HAV1/GSDMD/GBP2/DCLK1/B2M/SAMHD1/PTPRC/EMILIN2/IFI16/FGL2/ISG20/COTL1/CYBB/UNC93B1/CD14/GSDME/SHPK/LGALS3/MRC1/MNDA/TRIM21/PARP9/IFIT5/CMPK2/CTSG/GIT1/PML/NMI/ADAR/SERPINB9/CYBA/CDC42EP4/DDX58/LYAR/ACTR2/PLCG2/ZNFX1/CD47/ACTR3/PDCD4/ERAP1/EIF2AK2/LAMP1/SHMT2/GSN/TRIM28/ACE/HNRNPA0/ILF3/SFPQ/PABPN1/MED1/NCBP1/NFKB1/HDAC2/CASP3/RELA/ASS1/PRKDC/JAK1/EXOC1/CIITA/ZMPSTE24/XRCC5/CNP/PRPF8/PRKCA	91	go_bp
GO:0000902	GO:0000902	cell morphogenesis	69/564	341/5037	3.26492715231785e-07	6.04302099317653e-05	5.46045855734602e-05	GBP1/ABI3/STMN1/FMNL1/CORO1A/RAC2/CRABP2/DCLK1/NES/MAP1A/EPS8/CD44/RCC2/MYADM/RAPH1/IQGAP1/PLXNB2/S100A6/SRGAP2/CAP1/CRMP1/ARAP1/SH3KBP1/EPB41L3/CDC42EP4/FBXO45/CORO1B/SYNE3/DPYSL2/ACTR2/ARPC2/SH3D19/RHOG/EZR/FERMT3/WASF2/MSN/CYFIP1/SNX1/ITPR1/TAOK3/DBN1/CLIC4/MACF1/PRPF40A/MARK2/FARP1/FMNL3/AP3B1/MED1/NIBAN2/VASP/RPS6KA5/CTTN/SART3/TNIK/CALR/CASP3/DIAPH1/CYFIP2/SNX2/PRKDC/ZMPSTE24/ARHGEF7/GNA13/CNP/ENAH/OBSL1/TOP2B	69	go_bp
GO:0051607	GO:0051607	defense response to virus	29/564	97/5037	3.63042834770398e-07	6.04302099317653e-05	5.46045855734602e-05	GBP1/VAMP8/STAT1/OAS2/IFIT1/STAT2/MX1/ISG15/ZC3HAV1/SAMHD1/PTPRC/IFI16/FGL2/ISG20/UNC93B1/TRIM21/PARP9/IFIT5/PML/ADAR/DDX58/ZNFX1/EIF2AK2/TRIM28/ILF3/NCBP1/RELA/EXOC1/ZMPSTE24	29	go_bp
GO:0140546	GO:0140546	defense response to symbiont	29/564	97/5037	3.63042834770398e-07	6.04302099317653e-05	5.46045855734602e-05	GBP1/VAMP8/STAT1/OAS2/IFIT1/STAT2/MX1/ISG15/ZC3HAV1/SAMHD1/PTPRC/IFI16/FGL2/ISG20/UNC93B1/TRIM21/PARP9/IFIT5/PML/ADAR/DDX58/ZNFX1/EIF2AK2/TRIM28/ILF3/NCBP1/RELA/EXOC1/ZMPSTE24	29	go_bp
GO:0045010	GO:0045010	actin nucleation	14/564	28/5037	3.75108732161193e-07	6.04302099317653e-05	5.46045855734602e-05	EVL/CORO1A/ARPC1B/IQGAP2/CORO1B/ACTR2/ARPC2/ARPC4/WASF2/ACTR3/CYFIP1/GSN/ARPC3/WASHC5	14	go_bp
GO:0007015	GO:0007015	actin filament organization	50/564	219/5037	3.7746413104315e-07	6.04302099317653e-05	5.46045855734602e-05	HCLS1/EVL/MYO1F/STMN1/ARHGAP25/CORO1A/RAC2/LCP1/TMOD3/COTL1/ARPC1B/IQGAP2/CORO7/EPS8/MYADM/ARAP1/SH3KBP1/CAPG/CDC42EP4/CORO1B/MYO1B/ACTR2/ARPC2/ARPC4/TPM4/RHOG/ADD3/ARRB1/EZR/ELMO1/XIRP2/WASF2/ELMO2/CD47/ACTR3/CYFIP1/DBN1/HSP90B1/GSN/ARPC3/CD2AP/VASP/CTTN/DIAPH1/CYFIP2/ARFGEF1/ARF6/WASHC5/ENAH/CYRIA	50	go_bp
GO:0031347	GO:0031347	regulation of defense response	48/564	208/5037	4.66560281435361e-07	7.1298893917531e-05	6.44255010632752e-05	IL16/VAMP8/ARRB2/STAT1/HLA-F/HLA-B/HLA-DRB1/IFIT1/STAT2/HLA-A/IFI35/ISG15/SAMHD1/PTPRC/EMILIN2/IFI16/FGL2/SHPK/MNDA/TRIM21/PARP9/CMA1/GIT1/NT5E/CTSC/NMI/ADA/ADAR/SNX4/SERPINB9/CYBA/DDX58/LYAR/PLCG2/ZNFX1/CD47/PDCD4/ABHD12/ERAP1/LAMP1/ACE/SFPQ/MED1/NFKB1/RELA/PRKDC/ZMPSTE24/XRCC5	48	go_bp
GO:0000377	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	42/564	174/5037	7.03591718880242e-07	9.85614732864739e-05	8.9059899152999e-05	DNAJC17/FAM172A/DDX46/PTBP1/WBP11/DDX5/SART1/SNRPD1/SRSF2/SF3B2/RNPS1/PRPF19/THRAP3/PRPF40A/SRRM1/SNW1/PRPF6/RALY/SNRPA1/RBM25/SFPQ/HNRNPA3/CDC5L/LUC7L2/SRSF7/NCBP1/USP39/SART3/EIF4A3/SNRNP40/SNRPD2/HNRNPR/MTREX/KHDRBS1/SF3B3/ALYREF/IK/DCPS/SNRNP200/PRPF8/SF3B1/DHX38	42	go_bp
GO:0000398	GO:0000398	mRNA splicing, via spliceosome	42/564	174/5037	7.03591718880242e-07	9.85614732864739e-05	8.9059899152999e-05	DNAJC17/FAM172A/DDX46/PTBP1/WBP11/DDX5/SART1/SNRPD1/SRSF2/SF3B2/RNPS1/PRPF19/THRAP3/PRPF40A/SRRM1/SNW1/PRPF6/RALY/SNRPA1/RBM25/SFPQ/HNRNPA3/CDC5L/LUC7L2/SRSF7/NCBP1/USP39/SART3/EIF4A3/SNRNP40/SNRPD2/HNRNPR/MTREX/KHDRBS1/SF3B3/ALYREF/IK/DCPS/SNRNP200/PRPF8/SF3B1/DHX38	42	go_bp
GO:0002366	GO:0002366	leukocyte activation involved in immune response	24/564	75/5037	9.59436703409906e-07	0.000129025047874564	0.000116586708464884	VAMP8/HLA-F/RAB27A/EXOSC6/HLA-DRB1/CORO1A/RAC2/IFI35/LCP1/S100A13/HLA-DRA/PTPRC/FGL2/DOCK2/ICAM1/LGALS3/STAT6/NMI/ADA/SNX4/PTGDS/PLCG2/TP53BP1/LAMP1	24	go_bp
GO:0009615	GO:0009615	response to virus	34/564	132/5037	1.74405621700018e-06	0.000225519884675177	0.000203779200091599	GBP1/VAMP8/STMN1/STAT1/OAS2/IFIT1/STAT2/MX1/ISG15/ZC3HAV1/DCLK1/SAMHD1/PTPRC/IFI16/FGL2/ISG20/UNC93B1/GSDME/TRIM21/PARP9/IFIT5/PML/NMI/ADAR/DDX58/ZNFX1/EIF2AK2/TRIM28/ILF3/NCBP1/NFKB1/RELA/EXOC1/ZMPSTE24	34	go_bp
GO:0022604	GO:0022604	regulation of cell morphogenesis	34/564	133/5037	2.10054009114375e-06	0.000254874233415298	0.000230303715719513	GBP1/FMNL1/CORO1A/RAC2/EPS8/CD44/RCC2/MYADM/PLXNB2/ARAP1/SH3KBP1/EPB41L3/CDC42EP4/CORO1B/SYNE3/ACTR2/ARPC2/SH3D19/RHOG/EZR/MSN/CYFIP1/DBN1/MACF1/PRPF40A/MARK2/FMNL3/CALR/DIAPH1/PRKDC/ZMPSTE24/ARHGEF7/GNA13/OBSL1	34	go_bp
GO:0002263	GO:0002263	cell activation involved in immune response	24/564	78/5037	2.12268844010362e-06	0.000254874233415298	0.000230303715719513	VAMP8/HLA-F/RAB27A/EXOSC6/HLA-DRB1/CORO1A/RAC2/IFI35/LCP1/S100A13/HLA-DRA/PTPRC/FGL2/DOCK2/ICAM1/LGALS3/STAT6/NMI/ADA/SNX4/PTGDS/PLCG2/TP53BP1/LAMP1	24	go_bp
GO:0008380	GO:0008380	RNA splicing	50/564	232/5037	2.36342429926508e-06	0.00027399422393549	0.000247580491022832	DNAJC17/FAM172A/ZC3H13/LGALS3/DDX46/RBM12/PTBP1/KHSRP/WBP11/DDX5/SART1/SNRPD1/HNRNPLL/SRSF2/SF3B2/RNPS1/PRPF19/THRAP3/PRPF40A/SRRM1/SNW1/PRPF6/RALY/SNRPA1/RBM25/SFPQ/HNRNPA3/CDC5L/LUC7L2/SRSF7/NCBP1/DHX15/USP39/SART3/EIF4A3/SNRNP40/SNRPD2/HNRNPR/MTREX/KHDRBS1/SF3B3/ALYREF/IK/DCPS/SNRNP200/CCAR2/TCERG1/PRPF8/SF3B1/DHX38	50	go_bp
GO:0071345	GO:0071345	cellular response to cytokine stimulus	55/564	265/5037	2.5117423991337e-06	0.00028148259819625	0.000254346967154381	HCLS1/GBP1/PDCD10/STAT1/PCK2/OAS2/HLA-DPA1/IFIT1/ANKRD1/CORO1A/STAT2/MX1/ISG15/LILRB5/GBP2/SAMHD1/PTPRC/IFI16/RPL3/ICAM1/GSDME/SHPK/MRC1/MNDA/EPS8/PARP9/CD44/CTSG/STAT6/PML/NMI/GFPT2/ADAR/PFKP/CYBA/CDC42EP4/ACTR2/KHSRP/CD47/ACTR3/SMARCA5/PLP2/GSN/RNMT/SRSF7/MED1/RPS6KA5/NFKB1/RELA/PDIA3/ASS1/SRM/JAK1/XRCC5/PRPF8	55	go_bp
GO:0002831	GO:0002831	regulation of response to biotic stimulus	33/564	129/5037	2.92637595617372e-06	0.000317370192408259	0.000286774906944562	ARRB2/STAT1/HLA-F/HLA-B/HLA-DRB1/IFIT1/STAT2/HLA-A/IFI35/ISG15/SAMHD1/EMILIN2/IFI16/FGL2/MNDA/TRIM21/PARP9/NMI/ADAR/SERPINB9/CYBA/DDX58/LYAR/PLCG2/ZNFX1/ERAP1/LAMP1/SFPQ/MED1/PRKDC/ZMPSTE24/XRCC5/PRKCA	33	go_bp
GO:0030041	GO:0030041	actin filament polymerization	26/564	91/5037	3.79442711678276e-06	0.000398651998956989	0.000360220942731416	HCLS1/EVL/CORO1A/TMOD3/COTL1/ARPC1B/CORO7/EPS8/MYADM/CAPG/CDC42EP4/ARPC2/ARPC4/ADD3/CYFIP1/DBN1/GSN/ARPC3/VASP/CTTN/DIAPH1/CYFIP2/ARFGEF1/ARF6/WASHC5/CYRIA	26	go_bp
GO:0001910	GO:0001910	regulation of leukocyte mediated cytotoxicity	12/564	25/5037	4.5520697525986e-06	0.000463759348734439	0.00041905178009568	ARRB2/HLA-F/HLA-B/HLA-DRB1/HLA-A/HLA-DRA/B2M/PTPRC/ICAM1/SERPINB9/LAMP1/STX7	12	go_bp
GO:0045087	GO:0045087	innate immune response	60/564	305/5037	5.3979260261011e-06	0.000508407787621399	0.000459395997080483	GBP1/ARRB2/STAT1/NCF2/HLA-F/RAB27A/HLA-C/HLA-B/OAS2/HLA-DPA1/IFIT1/CORO1A/STAT2/IGHV5-10-1/HLA-A/IFI35/MX1/ISG15/ZC3HAV1/GSDMD/GBP2/SAMHD1/IFI16/ISG20/CYBB/UNC93B1/CD14/LGALS3/MRC1/MNDA/TRIM21/PARP9/IFIT5/PML/NMI/ADAR/SERPINB9/CYBA/CDC42EP4/DDX58/LYAR/ACTR2/PLCG2/ZNFX1/CD47/ACTR3/ERAP1/EIF2AK2/LAMP1/SHMT2/GSN/TRIM28/SFPQ/MED1/RELA/ASS1/PRKDC/JAK1/CIITA/XRCC5	60	go_bp
GO:0034314	GO:0034314	Arp2/3 complex-mediated actin nucleation	10/564	18/5037	5.43799102471574e-06	0.000508407787621399	0.000459395997080483	ARPC1B/IQGAP2/CORO1B/ACTR2/ARPC2/ARPC4/WASF2/ACTR3/CYFIP1/ARPC3	10	go_bp
GO:0098542	GO:0098542	defense response to other organism	70/564	374/5037	5.44398582818868e-06	0.000508407787621399	0.000459395997080483	GBP1/VAMP8/ARRB2/STAT1/NCF2/HLA-F/RAB27A/HLA-C/HLA-B/OAS2/HLA-DPA1/IFIT1/CORO1A/STAT2/IGHV5-10-1/HLA-A/IFI35/MX1/ISG15/ZC3HAV1/GSDMD/GBP2/SAMHD1/PTPRC/EMILIN2/IFI16/FGL2/ISG20/COTL1/CYBB/UNC93B1/CD14/LGALS3/MRC1/MNDA/TRIM21/PARP9/IFIT5/CTSG/PML/NMI/ADAR/SERPINB9/CYBA/CDC42EP4/DDX58/LYAR/ACTR2/PLCG2/ZNFX1/CD47/ACTR3/ERAP1/EIF2AK2/LAMP1/SHMT2/GSN/TRIM28/ILF3/SFPQ/MED1/NCBP1/RELA/ASS1/PRKDC/JAK1/EXOC1/CIITA/ZMPSTE24/XRCC5	70	go_bp
GO:0019884	GO:0019884	antigen processing and presentation of exogenous antigen	11/564	22/5037	6.99171952958486e-06	0.00061973804428777	0.000559993736752717	HLA-DQB1/HLA-F/TAP1/HLA-DRB1/HLA-DPA1/HLA-A/HLA-DRA/B2M/PSME1/LGMN/AP3B1	11	go_bp
GO:0030036	GO:0030036	actin cytoskeleton organization	67/564	356/5037	7.27752887394956e-06	0.00061973804428777	0.000559993736752717	HCLS1/EVL/MYO1F/ABI3/STMN1/ARHGAP25/FMNL1/ANKRD1/CORO1A/RAC2/RAP1GDS1/LCP1/TMOD3/COTL1/DOCK2/ARPC1B/IQGAP2/CORO7/EPS8/MYADM/CNN3/IQGAP1/CAP1/ARAP1/SH3KBP1/ARHGDIB/EPB41L3/CAPG/CDC42EP4/CORO1B/MYO1B/ACTR2/ARPC2/ARPC4/TPM4/RHOG/ADD3/ARRB1/EZR/ELMO1/XIRP2/WASF2/ELMO2/CD47/ACTR3/CYFIP1/DBN1/HSP90B1/GSN/ARPC3/CD2AP/FARP1/FMNL3/VASP/CDC42BPB/CTTN/TNIK/CALR/DIAPH1/CYFIP2/ABLIM3/ARFGEF1/ARF6/WASHC5/ENAH/OBSL1/CYRIA	67	go_bp
GO:0030833	GO:0030833	regulation of actin filament polymerization	23/564	78/5037	7.73071565388175e-06	0.00061973804428777	0.000559993736752717	HCLS1/EVL/CORO1A/TMOD3/COTL1/ARPC1B/EPS8/MYADM/CAPG/CDC42EP4/ARPC2/ARPC4/ADD3/CYFIP1/DBN1/GSN/ARPC3/VASP/CTTN/CYFIP2/ARFGEF1/ARF6/CYRIA	23	go_bp
GO:0001916	GO:0001916	positive regulation of T cell mediated cytotoxicity	8/564	12/5037	7.74211715053133e-06	0.00061973804428777	0.000559993736752717	HLA-F/HLA-B/HLA-DRB1/HLA-A/HLA-DRA/B2M/PTPRC/STX7	8	go_bp
