paste_into_igv_junction,seqnames,start,end,width,strand,gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,control_mean_psi,tdp43kd_mean_psi,a5ss,a3ss,es,num_junctions,num_exons,de_novo_junctions,lsv_junc,strand_start,transcript_id_start,exon_name_start,exon_rank_start,gene_id_start,strand_end,transcript_id_end,exon_name_end,exon_rank_end,gene_id_end,gene_id_junc,junc_in_ref,junc_cat,pathological_splicing
chr12:124430788-124437929,chr12,124430788,124437929,7142,-,NCOR2,ENSG00000196498.13,ENSG00000196498.13:s:124437930-124437996,0.148904303,0.89527,1.50E-08,0,0.169,FALSE,FALSE,FALSE,2,2,0,ENSG00000196498.13:s:124437930-124437996_124430788-124437929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr10:101829199-101831072,chr10,101829199,101831072,1874,-,KCNIP2,ENSG00000120049.20,ENSG00000120049.20:t:101829075-101829547,0.142709503,0.89785,3.10E-11,0.007,0.162,FALSE,FALSE,TRUE,4,5,1,ENSG00000120049.20:t:101829075-101829547_101829199-101831072,-,ENST00000348850.9|ENST00000356640.7|ENST00000355657.6|ENST00000358038.7|ENST00000370046.5|ENST00000472764.5|ENST00000434163.5|ENST00000642874.1|ENST00000343195.8|ENST00000353068.7|ENST00000461105.5|ENST00000239117.3,ENSE00003610123.1|ENSE00003575451.1|ENSE00003621696.1,2|4|3,ENSG00000120049.20,-,ENST00000356640.7|ENST00000355657.6|ENST00000358038.7|ENST00000472764.5|ENST00000461105.5,ENSE00003520934.1|ENSE00003670792.1,2,ENSG00000120049.20,ENSG00000120049.20,TRUE,annotated,Y
chr6:135304968-135309923,chr6,135304968,135309923,4956,-,AHI1,ENSG00000135541.22,ENSG00000135541.22:t:135302373-135304967,0.143384458,0.90417,1.66E-08,0.016,0.165,FALSE,TRUE,FALSE,3,2,0,ENSG00000135541.22:t:135302373-135304967_135304968-135309923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr7:2559217-2562526,chr7,2559217,2562526,3310,+,IQCE,ENSG00000106012.18,ENSG00000106012.18:s:2558972-2559217,0.14356418,0.90970,1.56E-15,0.005,0.159,FALSE,FALSE,TRUE,6,7,0,ENSG00000106012.18:s:2558972-2559217_2559217-2562526,+,ENST00000623361.3|ENST00000402050.7|ENST00000415271.6|ENST00000470731.5|ENST00000438376.6|ENST00000325997.13|ENST00000476665.5|ENST00000404984.5|ENST00000611775.4,ENSE00003757002.1|ENSE00001268250.6|ENSE00001709579.1|ENSE00001896544.1|ENSE00001870435.1|ENSE00001559039.2|ENSE00001952912.1|ENSE00003726686.1|ENSE00003733481.1,1,ENSG00000106012.18,NA,NA,NA,NA,NA,ENSG00000106012.18,FALSE,novel_acceptor,Y
chr7:45735670-45736787,chr7,45735670,45736787,1118,-,SEPTIN7P2,ENSG00000214765.8,ENSG00000214765.8:s:45736787-45736910,0.143722427,0.91090,3.88E-15,0.003,0.161,FALSE,FALSE,TRUE,3,4,0,ENSG00000214765.8:s:45736787-45736910_45735670-45736787,NA,NA,NA,NA,NA,-,ENST00000429741.5|ENST00000338231.7|ENST00000428414.5|ENST00000413875.5|ENST00000398921.6,ENSE00002363810.1,10|7|9|4|8,ENSG00000214765.8,ENSG00000214765.8,FALSE,novel_acceptor,Y
chr19:51320670-51322064,chr19,51320670,51322064,1395,+,IGLON5,ENSG00000142549.10,ENSG00000142549.10:t:51322064-51322142,0.143786443,0.91173,2.19E-23,0,0.16,FALSE,FALSE,TRUE,2,3,0,ENSG00000142549.10:t:51322064-51322142_51320670-51322064,NA,NA,NA,NA,NA,+,ENST00000270642.9,ENSE00001255133.5,2,ENSG00000142549.10,ENSG00000142549.10,FALSE,novel_donor,Y
chr3:183818111-183822316,chr3,183818111,183822316,4206,-,MAP6D1,ENSG00000180834.8,ENSG00000180834.8:t:183817994-183818111,0.14753123,0.91646,2.66E-08,0.005,0.172,FALSE,TRUE,TRUE,4,5,0,ENSG00000180834.8:t:183817994-183818111_183818111-183822316,-,ENST00000639401.1|ENST00000318631.8|ENST00000431348.1,ENSE00003807286.1|ENSE00001278346.1,10|2,ENSG00000283765.1|ENSG00000180834.8,NA,NA,NA,NA,NA,ENSG00000283765.1|ENSG00000180834.8,FALSE,ambig_gene,Y
chr16:2094211-2094888,chr16,2094211,2094888,678,-,PKD1,ENSG00000008710.20,ENSG00000008710.20:t:2094092-2094210,0.16210234,0.92001,2.19E-12,0.036,0.183,FALSE,FALSE,TRUE,3,3,0,ENSG00000008710.20:t:2094092-2094210_2094211-2094888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,Y
chr19:8117589-8118351,chr19,8117589,8118351,763,-,FBN3,ENSG00000142449.13,ENSG00000142449.13:t:8117464-8117589,0.145318906,0.92019,6.76E-09,0,0.165,FALSE,FALSE,TRUE,3,3,0,ENSG00000142449.13:t:8117464-8117589_8117589-8118351,-,ENST00000651877.1|ENST00000600128.6|ENST00000270509.6|ENST00000601739.5,ENSE00001625511.1,27|26,ENSG00000142449.13,NA,NA,NA,NA,NA,ENSG00000142449.13,FALSE,novel_donor,Y
chr11:34896856-34911972,chr11,34896856,34911972,15117,-,APIP,ENSG00000149089.13,ENSG00000149089.13:t:34896761-34896855,0.164093728,0.92115,3.56E-05,0.012,0.193,FALSE,FALSE,FALSE,2,2,0,ENSG00000149089.13:t:34896761-34896855_34896856-34911972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr13:20799339-20800113,chr13,20799339,20800113,775,-,XPO4,ENSG00000132953.17,ENSG00000132953.17:s:20800113-20800325,0.148589499,0.92242,7.84E-07,0.034,0.173,TRUE,FALSE,FALSE,2,2,0,ENSG00000132953.17:s:20800113-20800325_20799339-20800113,-,ENST00000255305.10,ENSE00001763697.1,16,ENSG00000132953.17,NA,NA,NA,NA,NA,ENSG00000132953.17,FALSE,novel_donor,Y
chr17:74252014-74252234,chr17,74252014,74252234,221,+,TTYH2,ENSG00000141540.11,ENSG00000141540.11:t:74252234-74252376,0.177454937,0.92405,6.67E-06,0.043,0.23,FALSE,FALSE,TRUE,2,3,1,ENSG00000141540.11:t:74252234-74252376_74252014-74252234,+,ENST00000526858.1,ENSE00002161684.1,3,ENSG00000141540.11,+,ENST00000269346.9|ENST00000529107.5|ENST00000528128.2|ENST00000441391.6|ENST00000528152.5|ENST00000526858.1,ENSE00003552045.1|ENSE00002174650.1|ENSE00003580396.1|ENSE00003614279.1,11|7|5|4,ENSG00000141540.11,ENSG00000141540.11,TRUE,annotated,Y
chr19:36605347-36607552,chr19,36605347,36607552,2206,+,ZNF382,ENSG00000161298.18,ENSG00000161298.18:s:36604817-36605730,0.160381942,0.92538,4.06E-07,0.045,0.199,TRUE,FALSE,FALSE,5,2,1,ENSG00000161298.18:s:36604817-36605730_36605347-36607552,+,ENST00000460384.1|ENST00000292928.7|ENST00000439428.5,ENSE00001862679.1|ENSE00002507034.1,1,ENSG00000161298.18,+,ENST00000423582.5|ENST00000460384.1|ENST00000460670.5|ENST00000292928.7|ENST00000463910.1|ENST00000439428.5,ENSE00003476217.1|ENSE00001929253.1|ENSE00003613674.1|ENSE00001924191.1,2,ENSG00000161298.18,ENSG00000161298.18,TRUE,annotated,
chr12:88118743-88119021,chr12,88118743,88119021,279,-,CEP290,ENSG00000198707.17,ENSG00000198707.17:t:88118643-88118743,0.149970541,0.93192,1.54E-06,0.039,0.176,FALSE,FALSE,TRUE,2,3,1,ENSG00000198707.17:t:88118643-88118743_88118743-88119021,-,ENST00000676363.1|ENST00000552810.6|ENST00000309041.12|ENST00000672414.2|ENST00000673058.2|ENST00000674971.1|ENST00000675230.1|ENST00000675408.1|ENST00000675476.1|ENST00000675628.1|ENST00000675794.1|ENST00000675833.1|ENST00000676074.1|ENST00000676448.1|ENST00000604024.5|ENST00000547926.7|ENST00000397838.8|ENST00000675559.1|ENST00000676418.1,ENSE00003902563.1|ENSE00003586982.1|ENSE00003899412.1,8|16|15|7|17,ENSG00000198707.17,-,ENST00000675559.1,ENSE00003894346.2,16,ENSG00000198707.17,ENSG00000198707.17,TRUE,annotated,Y
chr16:16014628-16016584,chr16,16014628,16016584,1957,+,ABCC1,ENSG00000103222.20,ENSG00000103222.20:s:16014491-16014628,0.15309708,0.93639,4.02E-08,0.007,0.178,FALSE,TRUE,TRUE,3,3,0,ENSG00000103222.20:s:16014491-16014628_16014628-16016584,+,ENST00000574224.2|ENST00000399408.7|ENST00000572882.3|ENST00000677164.1|ENST00000678422.1|ENST00000399410.8|ENST00000679043.1,ENSE00003739721.1|ENSE00003740408.1,4|3,ENSG00000103222.20,NA,NA,NA,NA,NA,ENSG00000103222.20,FALSE,novel_acceptor,
chr16:67401068-67416171,chr16,67401068,67416171,15104,-,ZDHHC1,ENSG00000159714.12,ENSG00000159714.12:s:67416171-67416477,0.156851058,0.94178,3.09E-05,0.029,0.183,FALSE,TRUE,TRUE,4,3,0,ENSG00000159714.12:s:67416171-67416477_67401068-67416171,NA,NA,NA,NA,NA,-,ENST00000565726.3|ENST00000348579.6,ENSE00003840055.2|ENSE00001321729.4,1,ENSG00000159714.12,ENSG00000159714.12,FALSE,novel_acceptor,Y
chr3:48650289-48650480,chr3,48650289,48650480,192,-,CELSR3,ENSG00000008300.17,ENSG00000008300.17:s:48650480-48650581,0.152724069,0.95025,2.41E-09,0.033,0.171,FALSE,FALSE,TRUE,2,3,0,ENSG00000008300.17:s:48650480-48650581_48650289-48650480,NA,NA,NA,NA,NA,-,ENST00000164024.5,ENSE00001593724.1,16,ENSG00000008300.17,ENSG00000008300.17,FALSE,novel_acceptor,Y
chr1:55078651-55081322,chr1,55078651,55081322,2672,-,USP24,ENSG00000162402.14,ENSG00000162402.14:s:55081322-55081424,0.148231464,0.95041,8.24E-19,0.001,0.164,FALSE,FALSE,TRUE,2,3,0,ENSG00000162402.14:s:55081322-55081424_55078651-55081322,-,ENST00000294383.7,ENSE00001139457.1,61,ENSG00000162402.14,-,ENST00000294383.7,ENSE00001139476.1,59,ENSG00000162402.14,ENSG00000162402.14,FALSE,novel_exon_skip,Y
chr16:4367442-4387986,chr16,4367442,4387986,20545,-,CORO7,ENSG00000262246.6,ENSG00000262246.6:s:4387765-4388068,0.148490707,0.95071,1.22E-13,0.004,0.167,FALSE,FALSE,TRUE,2,3,0,ENSG00000262246.6:s:4387765-4388068_4367442-4387986,NA,NA,NA,NA,NA,-,ENST00000572467.5|ENST00000575334.5|ENST00000251166.9|ENST00000571227.5|ENST00000537233.6|ENST00000574025.5|ENST00000575714.5|ENST00000574311.5|ENST00000571756.5|ENST00000572549.5|ENST00000572044.1,ENSE00003594744.1|ENSE00003492121.1|ENSE00003466426.1|ENSE00003511906.1,9|10|7|5|4,ENSG00000103426.12|ENSG00000262246.6,ENSG00000103426.12|ENSG00000262246.6,FALSE,ambig_gene,Y
chr16:4367442-4387986,chr16,4367442,4387986,20545,-,CORO7-PAM16,ENSG00000103426.12,ENSG00000103426.12:s:4387986-4388068,0.148490707,0.95071,1.22E-13,0.004,0.167,FALSE,FALSE,TRUE,2,3,0,ENSG00000103426.12:s:4387986-4388068_4367442-4387986,NA,NA,NA,NA,NA,-,ENST00000572467.5|ENST00000575334.5|ENST00000251166.9|ENST00000571227.5|ENST00000537233.6|ENST00000574025.5|ENST00000575714.5|ENST00000574311.5|ENST00000571756.5|ENST00000572549.5|ENST00000572044.1,ENSE00003594744.1|ENSE00003492121.1|ENSE00003466426.1|ENSE00003511906.1,9|10|7|5|4,ENSG00000103426.12|ENSG00000262246.6,ENSG00000103426.12|ENSG00000262246.6,FALSE,ambig_gene,Y
chr15:72271288-72287236,chr15,72271288,72287236,15949,-,RP11-106M3.5,ENSG00000273025.1,ENSG00000273025.1:t:72271023-72271287,0.174256078,0.95177,0.000339756,0.039,0.204,FALSE,TRUE,TRUE,7,4,0,ENSG00000273025.1:t:72271023-72271287_72271288-72287236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,Y
chr7:123684581-123688997,chr7,123684581,123688997,4417,-,WASL,ENSG00000106299.8,ENSG00000106299.8:t:123681943-123684580,0.174811431,0.95694,1.70E-06,0.039,0.201,TRUE,FALSE,TRUE,4,3,0,ENSG00000106299.8:t:123681943-123684580_123684581-123688997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,Y
chr6:80127624-80128599,chr6,80127624,80128599,976,+,BCKDHB,ENSG00000083123.15,ENSG00000083123.15:s:80127547-80127624,0.164317995,0.96054,6.03E-08,0.017,0.191,FALSE,FALSE,TRUE,2,3,0,ENSG00000083123.15:s:80127547-80127624_80127624-80128599,+,ENST00000369760.8|ENST00000356489.9|ENST00000320393.9|ENST00000486968.1,ENSE00003643846.1|ENSE00003551534.1,2,ENSG00000083123.15,NA,NA,NA,NA,NA,ENSG00000083123.15,FALSE,novel_acceptor,Y
chr19:37374045-37374158,chr19,37374045,37374158,114,+,ZNF527,ENSG00000189164.15,ENSG00000189164.15:t:37374158-37374231,0.164104058,0.96215,2.98E-05,0.035,0.192,FALSE,FALSE,TRUE,3,3,0,ENSG00000189164.15:t:37374158-37374231_37374045-37374158,NA,NA,NA,NA,NA,+,ENST00000589615.1|ENST00000436120.7|ENST00000483919.5|ENST00000588911.5|ENST00000588512.5|ENST00000356178.8|ENST00000587349.1,ENSE00003511390.1|ENSE00003486710.1,2,ENSG00000189164.15,ENSG00000189164.15,FALSE,novel_donor,Y
chr14:100133159-100135905,chr14,100133159,100135905,2747,+,EVL,ENSG00000196405.13,ENSG00000196405.13:s:100133047-100133159,0.238358173,0.96252,0.000312909,0.035,0.289,FALSE,FALSE,FALSE,2,2,0,ENSG00000196405.13:s:100133047-100133159_100133159-100135905,NA,NA,NA,NA,NA,+,ENST00000402714.6|ENST00000544450.6|ENST00000392920.8|ENST00000554045.5|ENST00000557384.5|ENST00000554695.5|ENST00000554031.5|ENST00000553799.1,ENSE00003788924.1|ENSE00003664431.1,9|8|4|5|2,ENSG00000196405.13,ENSG00000196405.13,FALSE,novel_donor,Y
chr10:133160569-133161067,chr10,133160569,133161067,499,+,KNDC1,ENSG00000171798.19,ENSG00000171798.19:s:133160219-133160569,0.151325852,0.96301,2.51E-11,0.011,0.173,FALSE,TRUE,TRUE,5,3,0,ENSG00000171798.19:s:133160219-133160569_133160569-133161067,+,ENST00000478074.6|ENST00000683646.1|ENST00000485110.6|ENST00000684248.1|ENST00000683171.1|ENST00000304613.8|ENST00000684739.1|ENST00000682765.1|ENST00000683144.1|ENST00000684271.1|ENST00000683259.1|ENST00000682399.1|ENST00000368571.3|ENST00000684127.1,ENSE00001949770.2|ENSE00003920093.1|ENSE00003922140.1|ENSE00003919215.1|ENSE00003916582.1|ENSE00003918330.1|ENSE00003916927.1|ENSE00001841161.2,1,ENSG00000171798.19,NA,NA,NA,NA,NA,ENSG00000171798.19,FALSE,novel_acceptor,Y
chr17:81207239-81208144,chr17,81207239,81208144,906,-,CEP131,ENSG00000141577.14,ENSG00000141577.14:t:81207125-81207239,0.151454678,0.96608,1.96E-12,0,0.173,FALSE,FALSE,TRUE,2,3,0,ENSG00000141577.14:t:81207125-81207239_81207239-81208144,-,ENST00000374782.7|ENST00000450824.7|ENST00000269392.8|ENST00000575907.5,ENSE00001244858.1,4,ENSG00000141577.14,NA,NA,NA,NA,NA,ENSG00000141577.14,FALSE,novel_donor,Y
chr19:58585793-58586155,chr19,58585793,58586155,363,+,LLNLR-271E8.1,ENSG00000286104.1,ENSG00000286104.1:t:58586155-58586356,0.154160164,0.96855,3.03E-07,0.037,0.182,TRUE,FALSE,TRUE,4,4,0,ENSG00000286104.1:t:58586155-58586356_58585793-58586155,NA,NA,NA,NA,NA,+,ENST00000487264.5|ENST00000473164.1|ENST00000652551.1,ENSE00002397049.1,2,ENSG00000286104.1,ENSG00000286104.1,FALSE,novel_donor,Y
chr3:129484024-129488257,chr3,129484024,129488257,4234,+,IFT122,ENSG00000163913.13,ENSG00000163913.13:t:129488191-129488397,0.156283719,0.97502,1.03E-10,0,0.182,TRUE,FALSE,TRUE,3,3,0,ENSG00000163913.13:t:129488191-129488397_129484024-129488257,NA,NA,NA,NA,NA,+,ENST00000440957.7|ENST00000347300.6|ENST00000431818.7|ENST00000296266.7|ENST00000507564.5|ENST00000348417.7|ENST00000512220.5|ENST00000504021.5|ENST00000349441.6|ENST00000506507.5|ENST00000509522.5|ENST00000512814.5|ENST00000511425.5,ENSE00003605483.1|ENSE00003681030.1,14|15|17|16|13|4|3|2,ENSG00000163913.13,ENSG00000163913.13,FALSE,novel_donor,Y
chr16:70272882-70276486,chr16,70272882,70276486,3605,-,AARS1,ENSG00000090861.17,ENSG00000090861.17:s:70276486-70276631,0.157412703,0.97854,3.12E-23,0,0.18,FALSE,FALSE,TRUE,2,3,0,ENSG00000090861.17:s:70276486-70276631_70272882-70276486,NA,NA,NA,NA,NA,-,ENST00000675643.1|ENST00000674963.1|ENST00000675917.1|ENST00000674691.1|ENST00000261772.13|ENST00000675270.1|ENST00000676004.1|ENST00000675691.1|ENST00000675953.1|ENST00000676040.1|ENST00000676211.1|ENST00000676209.1|ENST00000675569.1|ENST00000674512.1|ENST00000674652.1|ENST00000674811.1|ENST00000675120.1|ENST00000675133.1|ENST00000675035.1|ENST00000675045.1|ENST00000675403.1|ENST00000676168.1|ENST00000676212.1|ENST00000565361.3|ENST00000675853.1|ENST00000675751.1|ENST00000674768.1|ENST00000675297.1|ENST00000674848.1|ENST00000674962.1|ENST00000675371.1|ENST00000675986.1|ENST00000676247.1|ENST00000564359.6|ENST00000675338.1,ENSE00000694646.1|ENSE00003899384.1,4|3|5,ENSG00000090861.17,ENSG00000090861.17,FALSE,novel_acceptor,Y
chr7:45729026-45735607,chr7,45729026,45735607,6582,-,SEPTIN7P2,ENSG00000214765.8,ENSG00000214765.8:t:45728832-45729026,0.161574512,0.97856,1.58E-08,0.004,0.186,FALSE,FALSE,TRUE,3,3,0,ENSG00000214765.8:t:45728832-45729026_45729026-45735607,-,ENST00000428414.5,ENSE00002376920.1,10,ENSG00000214765.8,NA,NA,NA,NA,NA,ENSG00000214765.8,FALSE,novel_donor,
chr6:104941013-104950460,chr6,104941013,104950460,9448,+,LIN28B,ENSG00000187772.8,ENSG00000187772.8:s:104940866-104941012,0.172774858,0.97907,1.03E-06,0.032,0.198,FALSE,FALSE,FALSE,2,2,0,ENSG00000187772.8:s:104940866-104941012_104941013-104950460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,Y
chr8:103448050-103498176,chr8,103448050,103498176,50127,-,RP11-1C8.8,ENSG00000285982.1,ENSG00000285982.1:s:103498176-103498254,0.155585712,0.97995,1.12E-11,0.008,0.179,FALSE,FALSE,TRUE,3,4,0,ENSG00000285982.1:s:103498176-103498254_103448050-103498176,NA,NA,NA,NA,NA,-,ENST00000649416.1|ENST00000517376.5|ENST00000523422.1,ENSE00003833239.1|ENSE00002105567.1,2,ENSG00000285982.1|ENSG00000253477.5,ENSG00000285982.1|ENSG00000253477.5,FALSE,ambig_gene,
chr11:76008867-76012927,chr11,76008867,76012927,4061,+,UVRAG,ENSG00000198382.9,ENSG00000198382.9:s:76008807-76008867,0.18331161,0.98090,6.92E-10,0.046,0.216,FALSE,FALSE,TRUE,2,3,1,ENSG00000198382.9:s:76008807-76008867_76008867-76012927,+,ENST00000356136.8|ENST00000528420.5|ENST00000533454.5|ENST00000531818.5|ENST00000532130.1,ENSE00003616626.1|ENSE00003634868.1,11|6|5,ENSG00000198382.9,+,ENST00000533454.5,ENSE00002199690.1,7,ENSG00000198382.9,ENSG00000198382.9,TRUE,annotated,Y
chr13:97334441-97343015,chr13,97334441,97343015,8575,+,MBNL2,ENSG00000139793.19,ENSG00000139793.19:s:97334276-97334440,0.166398115,0.98396,3.96E-08,0.001,0.19,FALSE,FALSE,TRUE,3,3,0,ENSG00000139793.19:s:97334276-97334440_97334441-97343015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr5:140825852-140834611,chr5,140825852,140834611,8760,+,PCDHA5,ENSG00000204965.9,ENSG00000204965.9:s:140821604-140825851,0.187020491,0.98448,1.73E-06,0.019,0.211,TRUE,FALSE,TRUE,3,3,0,ENSG00000204965.9:s:140821604-140825851_140825852-140834611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr15:74130665-74131207,chr15,74130665,74131207,543,+,ISLR2,ENSG00000167178.16,ENSG00000167178.16:t:74131081-74131316,0.161666469,0.98499,7.04E-22,0.008,0.183,TRUE,TRUE,TRUE,8,6,0,ENSG00000167178.16:t:74131081-74131316_74130665-74131207,NA,NA,NA,NA,NA,+,ENST00000561975.5|ENST00000569886.5|ENST00000361742.7|ENST00000565159.5|ENST00000567206.5|ENST00000561740.5|ENST00000435464.5|ENST00000453268.3,ENSE00001685290.1,3|2,ENSG00000167178.16,ENSG00000167178.16,FALSE,novel_donor,Y
chr20:63709164-63732003,chr20,63709164,63732003,22840,+,RP4-583P15.15,ENSG00000273154.3,ENSG00000273154.3:s:63708864-63709164,0.15241488,0.98512,2.96E-23,0,0.168,TRUE,FALSE,TRUE,4,5,0,ENSG00000273154.3:s:63708864-63709164_63709164-63732003,+,ENST00000448100.6|ENST00000477340.5|ENST00000355969.11|ENST00000357119.8|ENST00000369967.7|ENST00000328969.5|ENST00000490623.3|ENST00000472711.5|ENST00000478385.5|ENST00000468235.1,ENSE00003678465.1|ENSE00003504870.1|ENSE00001810947.2|ENSE00001841530.1|ENSE00001862957.1|ENSE00001953193.1,2|1,ENSG00000197114.12|ENSG00000273154.3,NA,NA,NA,NA,NA,ENSG00000197114.12|ENSG00000273154.3,FALSE,ambig_gene,Y
chr20:63709164-63732003,chr20,63709164,63732003,22840,+,ZGPAT,ENSG00000197114.12,ENSG00000197114.12:s:63708881-63709164,0.15241488,0.98512,2.96E-23,0,0.168,TRUE,FALSE,TRUE,4,5,0,ENSG00000197114.12:s:63708881-63709164_63709164-63732003,+,ENST00000448100.6|ENST00000477340.5|ENST00000355969.11|ENST00000357119.8|ENST00000369967.7|ENST00000328969.5|ENST00000490623.3|ENST00000472711.5|ENST00000478385.5|ENST00000468235.1,ENSE00003678465.1|ENSE00003504870.1|ENSE00001810947.2|ENSE00001841530.1|ENSE00001862957.1|ENSE00001953193.1,2|1,ENSG00000197114.12|ENSG00000273154.3,NA,NA,NA,NA,NA,ENSG00000197114.12|ENSG00000273154.3,FALSE,ambig_gene,Y
chr4:157220725-157221667,chr4,157220725,157221667,943,+,GRIA2,ENSG00000120251.21,ENSG00000120251.21:t:157221598-157221807,0.18204149,0.98553,4.71E-09,0.04,0.207,FALSE,FALSE,TRUE,2,3,1,ENSG00000120251.21:t:157221598-157221807_157220725-157221667,+,ENST00000393815.6|ENST00000509417.5,ENSE00001516550.2|ENSE00002049765.1,1,ENSG00000120251.21,+,ENST00000512774.5|ENST00000507898.5|ENST00000393815.6|ENST00000509417.5|ENST00000645636.1|ENST00000471736.5|ENST00000264426.14|ENST00000296526.12|ENST00000506284.5|ENST00000323661.10,ENSE00002073267.1|ENSE00003486701.1|ENSE00003636655.1|ENSE00003634085.1,3|2,ENSG00000120251.21,ENSG00000120251.21,TRUE,annotated,
chr2:95916171-95917855,chr2,95916171,95917855,1685,-,ANKRD36C,ENSG00000174501.14,ENSG00000174501.14:s:95917855-95917927,0.198891586,0.98626,1.80E-07,0.042,0.236,FALSE,FALSE,TRUE,2,3,1,ENSG00000174501.14:s:95917855-95917927_95916171-95917855,-,ENST00000456556.5|ENST00000534304.5|ENST00000295246.6,ENSE00003550244.1|ENSE00003558321.1,37|19|18,ENSG00000174501.14,-,ENST00000456556.5|ENST00000534304.5|ENST00000295246.6,ENSE00003478229.1|ENSE00003517121.1,36|18|17,ENSG00000174501.14,ENSG00000174501.14,TRUE,annotated,
chr1:6007661-6018634,chr1,6007661,6018634,10974,+,KCNAB2,ENSG00000069424.15,ENSG00000069424.15:t:6018635-6018968,0.195984657,0.98636,2.60E-06,0.003,0.227,FALSE,FALSE,FALSE,2,2,0,ENSG00000069424.15:t:6018635-6018968_6007661-6018634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr5:115813954-115816228,chr5,115813954,115816228,2275,-,CDO1,ENSG00000129596.5,ENSG00000129596.5:s:115816228-115816659,0.155670088,0.98687,6.39E-22,0.003,0.181,FALSE,FALSE,TRUE,4,4,1,ENSG00000129596.5:s:115816228-115816659_115813954-115816228,-,ENST00000504613.1,ENSE00002053762.1,2,ENSG00000129596.5,-,ENST00000250535.5|ENST00000504613.1,ENSE00000972231.6|ENSE00002069517.1,1,ENSG00000129596.5,ENSG00000129596.5,TRUE,annotated,Y
chr12:8188535-8193520,chr12,8188535,8193520,4986,+,FAM66C,ENSG00000226711.7,ENSG00000226711.7:s:8188472-8188645,0.155299118,0.98706,3.00E-13,0.021,0.178,TRUE,FALSE,TRUE,6,6,0,ENSG00000226711.7:s:8188472-8188645_8188535-8193520,+,ENST00000456135.6|ENST00000372173.5,ENSE00001673220.1|ENSE00002285651.1,2|1,ENSG00000226711.7,+,ENST00000541558.5,ENSE00002311374.1,4,ENSG00000226711.7,ENSG00000226711.7,FALSE,novel_combo,
chr19:36215190-36218121,chr19,36215190,36218121,2932,-,ZNF565,ENSG00000196357.12,ENSG00000196357.12:t:36214888-36215189,0.182523203,0.98728,3.54E-09,0.025,0.202,FALSE,TRUE,TRUE,5,4,0,ENSG00000196357.12:t:36214888-36215189_36215190-36218121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,none,
chr10:121973599-121974004,chr10,121973599,121974004,406,-,NSMCE4A,ENSG00000107672.15,ENSG00000107672.15:s:121974004-121974285,0.154093307,0.98748,1.89E-16,0.008,0.175,FALSE,FALSE,TRUE,2,3,0,ENSG00000107672.15:s:121974004-121974285_121973599-121974004,NA,NA,NA,NA,NA,-,ENST00000369023.8|ENST00000489266.5|ENST00000468209.5|ENST00000369017.5|ENST00000464321.5|ENST00000481320.5|ENST00000472431.1,ENSE00003578078.1|ENSE00001813711.1|ENSE00001893651.1|ENSE00003541261.1|ENSE00001941069.1,2|1,ENSG00000107672.15,ENSG00000107672.15,FALSE,novel_acceptor,Y
chr10:97867897-97871066,chr10,97867897,97871066,3170,+,GOLGA7B,ENSG00000155265.11,ENSG00000155265.11:t:97871066-97871580,0.153803534,0.98847,6.95E-16,0.009,0.176,FALSE,FALSE,TRUE,3,4,0,ENSG00000155265.11:t:97871066-97871580_97867897-97871066,NA,NA,NA,NA,NA,+,ENST00000423054.1,ENSE00001630374.1,2,ENSG00000155265.11,ENSG00000155265.11,FALSE,novel_donor,
chr12:119125479-119144539,chr12,119125479,119144539,19061,+,SRRM4,ENSG00000139767.10,ENSG00000139767.10:t:119144539-119144554,0.153882363,0.98916,1.03E-13,0.006,0.175,FALSE,FALSE,TRUE,3,3,0,ENSG00000139767.10:t:119144539-119144554_119125479-119144539,+,ENST00000267260.5|ENST00000545224.5|ENST00000537597.1,ENSE00003568418.1|ENSE00003657831.1,7|6|2,ENSG00000139767.10,+,ENST00000641899.1,ENSE00003813616.1,2,ENSG00000139767.10,ENSG00000139767.10,FALSE,novel_combo,
